sact_id|act_id|sact_text
1102|177|feels oneness with God and the universe
1103|177|has reverence for all life
1104|177|finds joy in communion
1105|177|appreciates the deeper meanings of life
1106|177|sees the world as a holy place
1107|178|gives good advice
1108|178|has a deep grasp of human nature
1109|178|teaches through loving attention
1110|178|knows what others need for growth
1111|178|sees right to the heart of the matter
1112|178|understands many levels of experience
1113|179|maintains his or her composure
1114|179|has a quieting influence on others
1115|179|is emotionally stable and secure
1116|179|keeps his or her head in a crisis
1117|179|never seems nervous or tense
1118|180|can balance the needs of many people
1119|180|keeps everyone working together happily
1120|180|can diffuse a tense situation
1121|180|achieves goals through subtle influence
1122|180|says just the right word at the right time
1123|181|responds to emotional needs
1124|181|is a natural healer and therapist
1125|181|takes action to help those in need
1126|181|feels compassion for the less fortunate
1127|181|does volunteer and charity work
1128|182|has open and broad-minded views
1129|182|accepts the limitations of others
1130|182|is comfortable with all types of people
1131|182|allows others their freedom
1132|182|is patient in trying circumstances
1133|183|being objective
1134|183|thinking your way through
1135|183|finding out the facts
1136|183|analyzing the situation
1137|183|using your intellect
1138|183|applying logic and reason
1139|184|overcoming adversity
1140|184|facing problems
1141|184|resolving a situation
1142|184|finding the strength to overcome
1143|184|surmounting obstacles
1144|184|being undaunted by setbacks
1145|185|righting a wrong
1146|185|championing a cause
1147|185|doing what is right
1148|185|establishing the truth
1149|185|accepting responsibility
1150|185|wanting what is fair
1151|186|dispelling doubts
1152|186|cutting through confusion
1153|186|seeing through illusions
1154|186|having clear understanding
1155|186|being honest
1156|186|finding out what is real
1157|187|denying true feelings
1158|187|stifling a natural response
1159|187|keeping another at arm's length
1160|187|hiding distress
1161|187|turning a deaf ear
1162|187|being defensive
1163|187|maintaining your cool
1164|188|refusing to look at facts
1165|188|pretending everything's fine
1166|188|ignoring the warning signs
1167|188|closing your eyes to what's going on
1168|188|avoiding an unpleasantness
1169|188|choosing not to know
1170|189|feeling afraid to act
1171|189|reaching an impasse
1172|189|staying stuck
1173|189|refusing to decide
1174|189|being unwilling to rock the boat
1175|189|staying on the fence
1176|190|causing heartbreak
1177|190|suffering emotional pain
1178|190|hurting inside
1179|190|being disappointed
1180|190|getting some unsettling news
1181|190|having your feelings hurt
1182|190|hurting someone's feelings
1183|190|receiving little solace
1184|191|being separated
1185|191|wandering far from home
1186|191|being spurned or rejected
1187|191|feeling isolated from those you love
1188|191|being deserted in time of need
1189|191|feeling lost
1190|192|discovering a painful truth
1191|192|finding your trust misplaced
1192|192|being let down
1193|192|letting someone down
1194|192|getting stabbed in the back
1195|192|turning against someone
1196|192|breaking your word
1197|192|acting against
1198|193|taking a break
1199|193|giving your body time to heal
1200|193|avoiding overexertion
1201|193|finding peace and quiet
1202|193|relaxing body and soul
1203|193|taking life easy
1204|194|gaining a better perspective
1205|194|listening for your Inner Voice
1206|194|taking time alone to think
1207|194|standing back from the situation
1208|194|examining your motivations
1209|194|reviewing where you are
1210|195|consolidating inner resources
1211|195|making sure your base is secure
1212|195|getting ready for the future
1213|195|coming to terms with what is
1214|195|tieing up loose ends
1215|195|stabilizing
1216|196|setting aside the concerns of others
1217|196|looking out for number one
1218|196|thinking of your own needs
1219|196|knowing you must concentrate on yourself
1220|196|encountering selfishness
1221|196|indulging in power plays
1222|196|gloating
1223|196|going for the win-lose result
1224|197|being in a hostile environment
1225|197|feeling people are set against each other
1226|197|choosing to battle
1227|197|"having an ""us-against-them"" mentality"
1228|197|creating ill will
1229|197|experiencing conflict
1230|198|losing your moral compass
1231|198|letting ends justify means
1232|198|sacrificing integrity
1233|198|losing sight of what is right
1234|198|achieving a dubious victory
1235|198|knowing of criminal activity
1236|199|experiencing a low-level sadness
1237|199|just keeping your head above water
1238|199|working to get through the day
1239|199|feeling somewhat depressed
1240|199|avoiding the lows, but also the highs
1241|199|feeling listless
1242|199|functioning, but not much more
1243|200|dealing with the effects of trauma
1244|200|getting over a tough time
1245|200|picking up the pieces
1246|200|starting to cope
1247|200|beginning to get your health back
1248|200|heading toward a more positive place
1249|200|feeling hope again
1250|201|changing location
1251|201|moving from one place to another
1252|201|taking a trip
1253|201|experiencing a change of scene
1254|201|being uprooted
1255|201|going on a journey
1256|201|entering into a new frame of mind
1257|202|shirking responsibility
1258|202|sneaking off
1259|202|leaving
1260|202|avoiding obligations
1261|202|being afraid to face the music
1262|202|taking the easy way out
1263|202|hiding from the truth
1264|202|procrastinating
1265|203|feeling you don't need anyone else
1266|203|wanting independence
1267|203|deciding not to help
1268|203|keeping something to yourself
1269|203|preferring solitude
1270|203|staying aloof
1271|203|wanting to go it alone
1272|203|holding people at arm's length
1273|204|deceiving or being deceived
1274|204|covering your tracks
1275|204|maneuvering behind the scenes
1276|204|being two-faced
1277|204|seeing others take the rap
1278|204|controlling without appearing to
1279|204|avoiding a shameful secret
1280|204|lying or stealing
1281|205|being fenced in by obstacles
1282|205|staying in a limited situation
1283|205|feeling trapped by circumstances
1284|205|experiencing few options
1285|205|being blind to freedom
1286|205|feeling persecuted
1287|206|being unsure which way to turn
1288|206|feeling at a loss
1289|206|lacking direction
1290|206|feeling overwhelmed
1291|206|floundering around
1292|206|needing guidance and clarity
1293|206|not understanding what is happening
1294|207|waiting for outside rescue
1295|207|doubting anything you do will help
1296|207|avoiding responsibility
1297|207|looking for a white knight
1298|207|feeling victimized
1299|207|accepting inaction
1300|208|doubting all will go well
1301|208|brooding
1302|208|making yourself sick over your troubles
1303|208|going over and over an issue
1304|208|feeling anxious and tense
1305|208|getting worked up
1306|209|regretting some offense
1307|209|refusing to forgive yourself
1308|209|wanting to turn back the clock
1309|209|"focusing on your ""sins"""
1310|209|being hard on yourself
1311|209|denying that you did your best
1312|209|getting overwhelmed by remorse
1313|210|despairing
1314|210|feeling you've reached your limits
1315|210|having sleepless nights
1316|210|feeling depressed
1317|210|going through a dark night of the soul
1318|210|forgetting joy
1319|210|wanting to cry
1320|211|having nowhere to go but up
1321|211|knowing it's darkest before the dawn
1322|211|being at the lowest point
1323|211|feeling things can't get worse
1324|211|preparing for an upturn
1325|211|reaching the pits
1326|212|bemoaning your fate
1327|212|feeling powerless
1328|212|seeing life as hostile
1329|212|suffering from an attack
1330|212|"wondering ""Why me?"""
1331|212|feeling self-pity
1332|212|being on the receiving end
1333|213|putting your own interests last
1334|213|being self-deprecating
1335|213|feeling like a doormat
1336|213|taking a back seat
1337|213|letting others go first
1338|213|sacrificing
1339|214|analyze the problem
1340|214|use logic and reason
1341|214|reexamine beliefs
1342|214|develop an idea or plan
1343|214|study or research the facts
1344|214|learn or teach
1345|214|think everything through
1346|215|act honestly
1347|215|face the facts
1348|215|stop deceiving
1349|215|clear up any confusion
1350|215|expose what is hidden
1351|215|speak directly
1352|216|right a wrong
1353|216|act ethically
1354|216|treat others equally
1355|216|champion a cause
1356|216|try to be fair
1357|216|do what you know is right
1358|216|accept responsibility
1359|216|acknowledge the other point of view
1360|217|face problems squarely
1361|217|refuse to be discouraged
1362|217|meet setbacks with renewed energy
1363|217|keep a firm resolve
1364|217|move out of depression
1365|217|keep your chin up and head high
1366|217|keep trying
1367|218|is frank and outspoken..........is tactless and rude
1368|218|gets straight to the point..........may have a brusque manner
1369|218|does not mince words..........does not spare the feelings of others
1370|218|lets others know where they stand..........can't hold his or her tongue
1371|218|gives an honest answer..........shows little discretion
1372|219|speaks with assurance..........tends to be domineering
1373|219|commands attention..........forces a position on others
1374|219|acts with total certainty..........expects immediate compliance
1375|219|gives orders naturally..........does not welcome dissent
1376|219|has great influence..........acts in a high-handed manner
1377|220|has a keen, forceful intellect..........is prone to biting sarcasm
1378|220|penetrates to the core..........lacks sensitivity
1379|220|expresses ideas succinctly..........can be critical
1380|220|is sharp and alert..........has a barbed wit
1381|220|debates and argues well..........derides stupidity
1382|221|knows what he or she is talking about..........believes he or she is always right
1383|221|can expound on any topic..........lacks tolerance of other viewpoints
1384|221|is sought as an expert..........must have the last word
1385|221|has well-reasoned positions..........is arrogant
1386|221|is highly intelligent.........can be dogmatic and close-minded
1387|222|reasons clearly..........undervalues intuition
1388|222|analyzes information well..........treats people like numbers
1389|222|concentrates on what is correct..........doesn't temper justice with mercy
1390|222|can set aside emotional factors..........is cut off from emotions
1391|222|makes sense out of confusion..........is cold and aloof
1392|223|faces the truth, even if unpleasant
1393|223|is up front with everyone
1394|223|likes everything on the table
1395|223|plays by the rules
1396|223|avoids lies and deception
1397|224|sizes up a situation quickly
1398|224|understands hidden motives and desires
1399|224|is difficult to fool, trick or con
1400|224|figures out the unspoken rules and agendas
1401|224|is quick on the uptake
1402|225|is direct and open in all dealings
1403|225|gets to the heart of the matter
1404|225|acts without pretense or guile
1405|225|is straightforward and no-nonsense
1406|225|can be candid when necessary
1407|226|has a delightful sense of humor
1408|226|diffuses awkward situations with a funny remark
1409|226|never takes anything too seriously
1410|226|laughs at everything, including him or herself
1411|227|has seen and done it all
1412|227|has strength due to life's hard knocks
1413|227|is free of self-righteous judgments
1414|227|has realistic expectations
1415|228|is comfortable in the world of the mind
1416|228|uses thought creatively
1417|228|grasps information quickly and completely
1418|228|inspires and challenges through ideas
1419|228|ably carries out research
1420|228|is knowledgeable
1421|229|cuts through confusion and mental fog
1422|229|applies reason and logic
1423|229|is talented with games and other mental challenges
1424|229|easily breaks up complicated subjects
1425|229|is adept at argument and debate
1426|229|understands a problem quickly
1427|230|is adept at language and verbal skills
1428|230|communicates ideas successfully
1429|230|is a stimulating conversationalist
1430|230|often serves as a group spokesperson
1431|230|is a lucid writer and speaker
1432|231|renders honest, insightful judgments
1433|231|understands and honors all sides of an issue
1434|231|is concerned about truth and fairness
1435|231|views situations with a dispassionate eye
1436|231|is impartial and objective
1437|232|is a moral/ethical leader
1438|232|encourages high standards
1439|232|works against corruption and dishonesty
1440|232|takes the high road in all dealings
1441|232|lives by his or her highest principles
1442|233|focusing on concrete results
1443|233|having a real-world impact
1444|233|working with the physical
1445|233|achieving tangible results
1446|233|improving the body/health
1447|233|becoming involved with nature
1448|234|having the means to reach a goal
1449|234|enjoying abundance
1450|234|drawing to you what you need
1451|234|flourishing
1452|234|seeing efforts rewarded
1453|234|increasing assets
1454|234|experiencing growth
1455|235|using common sense
1456|235|getting down-to-earth
1457|235|taking advantage of what works
1458|235|being realistic
1459|235|grounding yourself in the real world
1460|235|accepting the tools at hand
1461|236|believing in the good faith of others
1462|236|feeling safe and protected
1463|236|knowing you have total security
1464|236|operating from a known position
1465|236|having a support system
1466|236|knowing the situation is stable
1467|236|consolidating a firm base
1468|237|keeping everything in balance
1469|237|coping with demands
1470|237|getting people to work together
1471|237|making sure all areas are covered
1472|237|having a lot of irons in the fire
1473|237|moving forward smoothly
1474|237|emphasizing all aspects equally
1475|238|adapting quickly
1476|238|feeling free to try new approaches
1477|238|going with the flow
1478|238|refusing to let change throw you
1479|238|opening to developments
1480|238|seeing the possibilities
1481|238|handling challenges
1482|238|changing directions easily
1483|239|doing something you enjoy
1484|239|getting a kick out of life
1485|239|taking time to play
1486|239|feeling in high spirits
1487|239|whistling while you work
1488|239|seeing the humor in the situation
1489|239|kicking back
1490|240|coordinating with others
1491|240|finding all the needed elements
1492|240|functioning as a unit
1493|240|getting the job done together
1494|240|contributing to the group
1495|240|cooperating
1496|240|combining efforts
1497|241|organizing resources
1498|241|following a schedule
1499|241|operating in the know
1500|241|nailing down the details
1501|241|being an ant, not a grasshopper
1502|241|reviewing beforehand
1503|241|going over possible problems
1504|241|being prepared
1505|242|getting the job done
1506|242|carrying out an assignment well
1507|242|meeting your goals
1508|242|proving your ability
1509|242|achieving more than what's expected
1510|242|knowing what to do and how to do it
1511|242|being up to the job
1512|243|keeping what you have
1513|243|getting your share
1514|243|acquiring material goods
1515|243|hanging on to someone
1516|243|being greedy
1517|243|penny-pinching
1518|243|declaring ownership
1519|243|saving
1520|244|wanting to be in charge
1521|244|denying weakness
1522|244|directing
1523|244|demanding compliance
1524|244|insisting on your own way
1525|244|imposing structure
1526|244|setting limits and rules
1527|244|creating order
1528|245|maintaining the status quo
1529|245|wanting everything to stay the same
1530|245|refusing to look at new approaches
1531|245|stagnating
1532|245|obstructing new developments
1533|245|holding on to the present
1534|245|resisting the flow
1535|246|running into material troubles
1536|246|losing a job or income
1537|246|feeling insecure
1538|246|going through a period of hardship
1539|246|lacking what you need
1540|246|struggling to make ends meet
1541|247|feeling run down and tired
1542|247|refusing to take care of yourself
1543|247|neglecting your body and its needs
1544|247|feeling ragged around the edges
1545|247|getting medical attention
1546|247|abusing your body
1547|248|lacking support
1548|248|having the door slammed in your face
1549|248|taking an unpopular position
1550|248|being ostracized
1551|248|feeling excluded
1552|248|standing alone
1553|248|receiving disapproval
1554|249|giving/receiving
1555|249|taking care of/being taken care of
1556|249|sponsoring/being sponsored
1557|249|supporting/being supported
1558|249|offering/receiving a gift or reward
1559|249|acquiring/not acquiring what you need
1560|250|teaching/learning
1561|250|imparting/receiving information
1562|250|becoming/finding a mentor
1563|250|offering/taking advice
1564|250|showing/being shown the ropes
1565|250|knowing/not knowing a secret
1566|251|leading/following
1567|251|dominating/submitting
1568|251|acting with authority/deference
1569|251|asserting/denying your wishes
1570|251|coercing/being coerced
1571|251|doing all the talking/listening
1572|252|evaluating the status
1573|252|reflecting on progress to date
1574|252|reviewing what's been done
1575|252|pausing to check results
1576|252|making sure you're on course
1577|252|finding out where you stand
1578|252|taking stock
1579|253|finally seeing some results
1580|253|enjoying the first fruits
1581|253|getting returns on investments
1582|253|receiving payoffs
1583|253|being able to let up a bit
1584|253|reaching a milestone
1585|254|weighing a different approach
1586|254|pondering alternatives
1587|254|thinking about change
1588|254|opening to a new strategy
1589|254|questioning your choices
1590|254|standing at a crossroads
1591|255|making an effort
1592|255|working hard
1593|255|applying yourself totally
1594|255|being absorbed in a project
1595|255|dedicating yourself to a task
1596|255|plugging away
1597|255|producing steady results
1598|256|taking a course
1599|256|learning a new craft or skill
1600|256|receiving training
1601|256|pursuing greater understanding
1602|256|researching
1603|256|finding out the facts
1604|256|increasing expertise
1605|257|being painstaking
1606|257|being extra careful
1607|257|approaching a task methodically
1608|257|getting down to the nitty-gritty
1609|257|handling all the loose ends
1610|257|checking and rechecking
1611|257|noticing the fine points
1612|258|exercising self-control
1613|258|showing restraint
1614|258|reining in impulses
1615|258|sacrificing to reach a goal
1616|258|sticking to a program
1617|258|taking a step-by-step approach
1618|259|handling the situation alone
1619|259|acting on your own
1620|259|falling back on your own resources
1621|259|doing it all by yourself
1622|259|wanting to be alone
1623|259|feeling sure your way is best
1624|260|achieving a comfortable lifestyle
1625|260|avoiding the coarse and unsavory
1626|260|being tactful and diplomatic
1627|260|seeking high-minded activities
1628|260|enjoying the finer things of life
1629|260|remembering to be gracious
1630|260|enjoying leisure
1631|261|having material abundance
1632|261|being free from money problems
1633|261|enjoying business success
1634|261|feeling financially secure
1635|261|seeing your ventures flourish
1636|261|having a run of good fortune
1637|262|looking for a solution that will last
1638|262|creating a lasting foundation
1639|262|feeling secure as things are
1640|262|being concerned with the long-term
1641|262|having an orderly family life
1642|262|moving beyond makeshift arrangements
1643|262|nailing down the plan
1644|263|staying within established guidelines
1645|263|proceeding according to the rules
1646|263|taking part in traditions
1647|263|becoming part of the Establishment
1648|263|being conservative
1649|263|trusting in the tried-and-true
1650|263|continuing in known patterns
1651|264|make your plans real
1652|264|mold the physical world
1653|264|use your body
1654|264|experience nature
1655|264|achieve tangible results
1656|264|act on your dreams
1657|264|get events in motion
1658|265|take a realistic approach
1659|265|apply the tools at hand
1660|265|find a solution that works
1661|265|use common sense
1662|265|stop daydreaming
1663|265|work with what you have
1664|265|concentrate on what's effective
1665|266|draw to you what you need
1666|266|increase your means
1667|266|grow and expand
1668|266|enrich yourself
1669|266|go out to meet success
1670|266|seek abundance
1671|266|become secure
1672|267|accept that the solution is well in hand
1673|267|have faith in others
1674|267|accommodate uncertainty
1675|267|accept others at their word
1676|267|keep your word
1677|267|prove yourself dependable
1678|267|stick by your commitments
1679|267|establish credibility
1680|268|is dogged in pursuit of a goal..........is hardheaded and obstinate
1681|268|will not quit..........digs into a position
1682|268|stands firm against opposition..........must have his or her own way
1683|268|stays fixed to a chosen course..........refuses to listen to reason
1684|268|keeps true to personal convictions..........resists compromise
1685|269|checks and double-checks..........is too conservative
1686|269|examines all angles beforehand..........misses chances by waiting
1687|269|proceeds slowly and carefully..........is reluctant to try something new
1688|269|prefers the safe, known path..........settles for safe, small gains
1689|269|is prudent and careful..........is afraid of risking
1690|270|takes care of every detail..........does not know when to quit
1691|270|is meticulous..........is too picky
1692|270|wraps up all loose ends..........must have everything just so
1693|270|never leaves a job half done..........is inflexible and compulsive
1694|270|is painstaking..........insists on perfection
1695|270|completes anything started..........can't leave well enough alone
1696|271|is willing to look at the facts..........concentrates on what's wrong
1697|271|faces the truth..........thinks others are dreamers
1698|271|is not lured by false hopes..........sees a glass as half empty, not half full
1699|271|assesses circumstances candidly..........takes the gloomy view
1700|271|predicts problems in advance..........dooms a project from the start
1701|272|becomes dedicated to a task..........focuses too narrowly on work
1702|272|is diligent and industrious..........can be humorless and grim
1703|272|produces as much as two people..........sees playtime as wasteful
1704|272|tackles any chore vigorously..........drives everyone too hard
1705|272|is tireless and unflagging..........forgets life should be fun
1706|273|gives love and support
1707|273|creates a warm, secure environment
1708|273|makes people feel better
1709|273|responds to the natural world
1710|273|has a green thumb
1711|273|has a way with children and animals
1712|274|will do any service for others
1713|274|is a soft touch
1714|274|always has an open door and welcoming smile
1715|274|gives freely and abundantly
1716|274|is warm, generous and unselfish
1717|275|handles problems matter-of-factly
1718|275|allows others to be themselves
1719|275|has no pretensions or affectations
1720|275|takes a simple, sensible approach
1721|275|appreciates all the senses
1722|276|finds a use for whatever's at hand
1723|276|is handy and versatile
1724|276|makes a little go a long way
1725|276|gets around every obstacle
1726|276|comes up with what's needed
1727|277|keeps confidences and secrets
1728|277|is loyal and steadfast
1729|277|comes through in a pinch
1730|277|keeps faith with others
1731|277|is true to his or her word
1732|278|makes any venture successful
1733|278|finds opportunity everywhere
1734|278|attracts wealth
1735|278|takes an idea and makes it work
1736|278|is a natural manager and businessperson
1737|278|has the Midas touch
1738|279|is informed about practical matters
1739|279|has a wide range of natural abilities
1740|279|has quick reflexes
1741|279|is skillful with his or her hands
1742|279|handles any situation competently
1743|280|meets all commitments and promises
1744|280|assumes responsibility
1745|280|is dependable and unfailing
1746|280|can be counted on in a crisis
1747|280|serves as a rock for others to lean on
1748|281|encourages the accomplishments of others
1749|281|readily jumps in to help
1750|281|is a philantropist
1751|281|gives generously of time and attention
1752|281|sponsors worthwhile projects
1753|282|works toward a goal with firm resolve
1754|282|avoids mood and behavior swings
1755|282|has regular habits and activities
1756|282|maintains a calm, even approach
1757|282|is a stabilizing influence
